
81,house,P000475,C.,Norris,Poulson,,1895-07-23,CA,R,Yes,1949-01-03,53.4
81,house,G000369,William,Thomas,Granahan,,1895-07-26,PA,D,No,1949-01-03,53.4
81,house,L000332,Neil,Joseph,Linehan,,1895-09-23,IL,D,No,1949-01-03,53.3
81,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1949-01-03,53.3
81,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,No,1949-01-03,52.8
81,house,V000119,John,Martin,Vorys,,1896-06-16,OH,R,Yes,1949-01-03,52.5
81,house,T000198,Clark,Wallace,Thompson,,1896-08-06,TX,D,Yes,1949-01-03,52.4
81,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,No,1949-01-03,52.4
81,house,C000336,Richard,Thurmond,Chatham,,1896-08-16,NC,D,No,1949-01-03,52.4
81,house,N000137,William,Frank,Norrell,,1896-08-29,AR,D,Yes,1949-01-03,52.3
81,house,B000139,Graham,Arthur,Barden,,1896-09-25,NC,D,Yes,1949-01-03,52.3
81,house,M000460,J.,Harry,McGregor,,1896-09-30,OH,R,Yes,1949-01-03,52.3
81,house,P000408,James,Gould,Polk,,1896-10-06,OH,D,No,1949-01-03,52.2
81,house,D000260,Winfield,Kirkpatrick,Denton,,1896-10-28,IN,D,No,1949-01-03,52.2
81,house,C000221,Francis,Higbee,Case,,1896-12-09,SD,R,Yes,1949-01-03,52.1
81,house,C000162,Albert,Sidney Johnson,Carnahan,,1897-01-09,MO,D,No,1949-01-03,52.0
81,house,A000179,Herman,Carl,Andersen,,1897-01-27,MN,R,Yes,1949-01-03,51.9
81,house,C000259,Anthony,,Cavalcante,,1897-02-06,PA,D,No,1949-01-03,51.9
81,house,C000156,Frank,Ertel,Carlyle,,1897-04-07,NC,D,No,1949-01-03,51.7
81,house,G000381,George,McInvale,Grant,,1897-07-11,AL,D,Yes,1949-01-03,51.5
81,house,C000736,Harold,Dunbar,Cooley,,1897-07-26,NC,D,Yes,1949-01-03,51.4
81,house,G000447,Noble,Jones,Gregory,,1897-08-30,KY,D,Yes,1949-01-03,51.3
81,house,S001056,John,Berchmans,Sullivan,,1897-10-10,MO,D,No,1949-01-03,51.2
81,house,F000034,Joseph,Rider,Farrington,,1897-10-15,HI,R,Yes,1949-01-03,51.2
81,house,D000094,Clifford,,Davis,,1897-11-18,TN,D,Yes,1949-01-03,51.1
81,house,B000884,Overton,,Brooks,,1897-12-21,LA,D,Yes,1949-01-03,51.0
81,house,K000196,Cecil,Rhodes,King,,1898-01-13,CA,D,Yes,1949-01-03,51.0
81,house,R000187,George,Milton,Rhodes,,1898-02-24,PA,D,No,1949-01-03,50.9
81,house,U000015,Thomas,Rust,Underwood,,1898-03-03,KY,D,No,1949-01-03,50.8
81,house,S000194,Errett,Power,Scrivner,,1898-03-20,KS,R,Yes,1949-01-03,50.8
81,house,I000037,Theodore,Leonard,Irving,,1898-03-24,MO,D,No,1949-01-03,50.8
81,house,S000377,Dewey,Jackson,Short,,1898-04-07,MO,R,Yes,1949-01-03,50.7
81,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1949-01-03,50.7
81,house,T000156,Albert,,Thomas,,1898-04-12,TX,D,Yes,1949-01-03,50.7
81,house,C000113,Gordon,,Canfield,,1898-04-15,NJ,R,Yes,1949-01-03,50.7
81,house,C000804,Frederic,René,Coudert,Jr.,1898-05-07,NY,R,Yes,1949-01-03,50.7
81,house,D000004,Paul,Bartram,Dague,,1898-05-19,PA,R,Yes,1949-01-03,50.6
81,house,P000303,Philip,Joseph,Philbin,,1898-05-29,MA,D,Yes,1949-01-03,50.6
81,house,L000065,Thomas,Joseph,Lane,,1898-07-06,MA,D,Yes,1949-01-03,50.5
81,house,K000341,John,Crain,Kunkel,,1898-07-21,PA,R,Yes,1949-01-03,50.5
81,house,H000405,Lawrence,Brooks,Hays,,1898-08-09,AR,D,Yes,1949-01-03,50.4
81,house,J000278,Walter,Henry,Judd,,1898-09-25,MN,R,Yes,1949-01-03,50.3
81,house,A000138,Leo,Elwood,Allen,,1898-10-05,IL,R,Yes,1949-01-03,50.2
81,house,H000786,Walter,Franklin,Horan,,1898-10-15,WA,R,Yes,1949-01-03,50.2
81,house,D000175,Charles,Bennett,Deane,,1898-11-01,NC,D,Yes,1949-01-03,50.2
81,house,T000320,Harry,Lancaster,Towe,,1898-11-03,NJ,R,Yes,1949-01-03,50.2
81,house,M001094,James,Joseph,Murphy,,1898-11-03,NY,D,No,1949-01-03,50.2
81,house,V000069,James,Edward,Van Zandt,,1898-12-18,PA,R,Yes,1949-01-03,50.0
81,house,M000991,Toby,,Morris,,1899-02-28,OK,D,Yes,1949-01-03,49.8
81,house,M000045,Clare,,Magee,,1899-03-31,MO,D,No,1949-01-03,49.8
81,house,F000399,Thomas,Bacon,Fugate,,1899-04-10,VA,D,No,1949-01-03,49.7
81,house,D000198,Edward,,deGraffenried,,1899-06-30,AL,D,No,1949-01-03,49.5
81,house,G000495,Harold,Royce,Gross,,1899-06-30,IA,R,No,1949-01-03,49.5
81,house,T000056,Anthony,Francis,Tauriello,,1899-08-14,NY,D,No,1949-01-03,49.4
81,house,R000250,Roy,Walter,Riehlman,,1899-08-26,NY,R,Yes,1949-01-03,49.4
81,house,E000146,Mathew,Harris,Ellsworth,,1899-09-17,OR,R,Yes,1949-01-03,49.3
81,house,C000365,Robert,Bruce,Chiperfield,,1899-11-20,IL,R,Yes,1949-01-03,49.1
81,house,A000133,John,Joseph,Allen,Jr.,1899-11-27,CA,R,Yes,1949-01-03,49.1
81,house,S000701,John,Jackson,Sparkman,,1899-12-20,AL,D,Yes,1949-01-03,49.0
81,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1949-01-03,49.0
81,house,O000009,George,Donoghue,O'Brien,,1900-01-01,MI,D,No,1949-01-03,49.0
81,house,G000129,Myron,Virgil,George,,1900-01-06,KS,R,No,1949-01-03,49.0
81,house,H000549,John,Walter,Heselton,,1900-03-17,MA,R,Yes,1949-01-03,48.8
81,house,K000171,Paul,Joseph,Kilday,,1900-03-29,TX,D,Yes,1949-01-03,48.8
81,house,P000536,James,Percy,Priest,,1900-04-01,TN,D,Yes,1949-01-03,48.8
81,house,K000032,Carroll,Dudley,Kearns,,1900-05-07,PA,R,Yes,1949-01-03,48.7
81,house,C000802,Norris,H.,Cotton,,1900-05-11,NH,R,Yes,1949-01-03,48.6
81,house,K000036,Kenneth,Barnard,Keating,,1900-05-18,NY,R,Yes,1949-01-03,48.6
81,house,P000098,Otto,Ernest,Passman,,1900-06-27,LA,D,Yes,1949-01-03,48.5
81,house,H000081,Charles,Abraham,Halleck,,1900-08-22,IN,R,Yes,1949-01-03,48.4
81,house,S000436,Richard,Murray,Simpson,,1900-08-30,PA,R,Yes,1949-01-03,48.3
81,house,M000065,George,Herman,Mahon,,1900-09-22,TX,D,Yes,1949-01-03,48.3
81,house,H000060,Leonard,Wood,Hall,,1900-10-02,NY,R,Yes,1949-01-03,48.3
81,house,L000318,James,Francis,Lind,,1900-10-17,PA,D,No,1949-01-03,48.2
81,house,S000174,Hugh,Doggett,Scott,Jr.,1900-11-11,PA,R,Yes,1949-01-03,48.1
81,house,D000454,Helen,Gahagan,Douglas,,1900-11-25,CA,D,Yes,1949-01-03,48.1
81,house,W000359,Cecil,Fielding,White,,1900-12-12,CA,D,No,1949-01-03,48.1
81,house,M001074,Abraham,Jacob,Multer,,1900-12-24,NY,D,Yes,1949-01-03,48.0
81,house,J000246,Paul,Caruthers,Jones,,1901-03-12,MO,D,Yes,1949-01-03,47.8
81,house,W000604,Joseph,Franklin,Wilson,,1901-03-18,TX,D,Yes,1949-01-03,47.8
81,house,D000211,James,Joseph,Delaney,,1901-03-19,NY,D,No,1949-01-03,47.8
81,house,M000354,Samuel,Kerns,McConnell,Jr.,1901-04-06,PA,R,Yes,1949-01-03,47.7
81,house,S000936,Lowell,,Stockman,,1901-04-12,OR,R,Yes,1949-01-03,47.7
81,house,B000762,Ernest,King,Bramblett,,1901-04-25,CA,R,Yes,1949-01-03,47.7
81,house,T000298,Thor,Carl,Tollefson,,1901-05-02,WA,R,Yes,1949-01-03,47.7
81,house,G000219,William,Franklin,Gilmer,,1901-06-07,OK,D,No,1949-01-03,47.6
81,house,D000419,Harold,Daniel,Donohue,,1901-06-18,MA,D,Yes,1949-01-03,47.5
81,house,C000189,John,Albert,Carroll,,1901-07-30,CO,D,Yes,1949-01-03,47.4
81,house,H000310,Ralph,,Harvey,,1901-08-09,IN,R,Yes,1949-01-03,47.4
81,house,R000104,Monroe,Minor,Redden,,1901-09-24,NC,D,Yes,1949-01-03,47.3
81,house,H000437,Felix,Edward,Hébert,,1901-10-12,LA,D,Yes,1949-01-03,47.2
81,house,C000606,Albert,McDonald,Cole,,1901-10-13,KS,R,Yes,1949-01-03,47.2
81,house,W000348,John,Albert,Whitaker,,1901-10-31,KY,D,Yes,1949-01-03,47.2
81,house,H000014,Harold,Christian,Hagen,,1901-11-10,MN,R,Yes,1949-01-03,47.1
81,house,M000393,William,Moore,McCulloch,,1901-11-24,OH,R,Yes,1949-01-03,47.1
81,house,T000070,Dean,Park,Taylor,,1902-01-01,NY,R,Yes,1949-01-03,47.0
81,house,F000085,Antonio,Manuel,Fernández,,1902-01-17,NM,D,Yes,1949-01-03,47.0
81,house,G000338,Ed,Lee,Gossett,,1902-01-27,TX,D,Yes,1949-01-03,46.9
81,house,H000740,Otis,Halbert,Holmes,,1902-02-22,WA,R,Yes,1949-01-03,46.9
81,house,M000859,Almer,Stillwell Mike,Monroney,,1902-03-02,OK,D,Yes,1949-01-03,46.8
81,house,R000018,Albert,McKinley,Rains,,1902-03-11,AL,D,Yes,1949-01-03,46.8
81,house,M000455,Christopher,Columbus,McGrath,,1902-05-15,NY,D,No,1949-01-03,46.6
81,house,H000154,Thomas,Millet,Hand,,1902-07-07,NJ,R,Yes,1949-01-03,46.5
81,house,F000012,George,Hyde,Fallon,,1902-07-24,MD,D,Yes,1949-01-03,46.4
81,house,O000133,Donald,Lawrence,O'Toole,,1902-08-01,NY,D,Yes,1949-01-03,46.4
81,house,D000071,Harry,James,Davenport,,1902-08-22,PA,D,No,1949-01-03,46.4
81,house,B001131,Maurice,Gwinn,Burnside,,1902-08-23,WV,D,No,1949-01-03,46.4
81,house,B001002,Frank,,Buchanan,,1902-12-01,PA,D,Yes,1949-01-03,46.1
81,house,M000122,Vito,Anthony,Marcantonio,,1902-12-10,NY,AL,Yes,1949-01-03,46.1
81,house,K000012,Raymond,Willard,Karst,,1902-12-31,MO,D,No,1949-01-03,46.0
81,house,G000071,Edward,Alexander,Garmatz,,1903-02-07,MD,D,Yes,1949-01-03,45.9
81,house,F000422,James,Grove,Fulton,,1903-03-01,PA,R,Yes,1949-01-03,45.8
81,house,S000011,George,Gregory,Sadowski,,1903-03-12,MI,D,Yes,1949-01-03,45.8
81,house,M000113,Michael,Joseph,Mansfield,,1903-03-16,MT,D,Yes,1949-01-03,45.8
81,house,Q000021,Thomas,Vincent,Quinn,,1903-03-16,NY,D,No,1949-01-03,45.8
81,house,A000016,Thomas,Gerstle,Abernethy,,1903-05-16,MS,D,Yes,1949-01-03,45.6
81,house,H000197,Porter,,Hardy,Jr.,1903-06-01,VA,D,Yes,1949-01-03,45.6
81,house,H000898,Walter,B.,Huber,,1903-06-29,OH,D,Yes,1949-01-03,45.5
81,house,L000395,John,Davis,Lodge,,1903-10-20,CT,R,Yes,1949-01-03,45.2
81,house,G000098,Ezekiel,Candler,Gathings,,1903-11-10,AR,D,Yes,1949-01-03,45.1
81,house,D000402,Isidore,,Dollinger,,1903-11-13,NY,D,No,1949-01-03,45.1
81,house,F000152,Ovie,Clark,Fisher,,1903-11-22,TX,D,Yes,1949-01-03,45.1
81,house,F000209,Daniel,John,Flood,,1903-11-26,PA,D,No,1949-01-03,45.1
81,house,R000424,John,James,Rooney,,1903-11-29,NY,D,Yes,1949-01-03,45.1
81,house,H000713,Chester,Earl,Holifield,,1903-12-03,CA,D,Yes,1949-01-03,45.1
81,house,H000249,Oren,,Harris,,1903-12-20,AR,D,Yes,1949-01-03,45.0
81,house,W000641,William,Arthur,Winstead,,1904-01-06,MS,D,Yes,1949-01-03,45.0
81,house,B000377,John,Bonifas,Bennett,,1904-01-10,MI,R,Yes,1949-01-03,45.0
81,house,S000219,Robert,Thompson,Secrest,,1904-01-22,OH,D,No,1949-01-03,45.0
81,house,L000468,Harold,Orrin,Lovre,,1904-01-30,SD,R,No,1949-01-03,44.9
81,house,S000829,Thomas,Jefferson,Steed,,1904-03-02,OK,D,No,1949-01-03,44.8
81,house,A000196,John,Zuinglius,Anderson,,1904-03-22,CA,R,Yes,1949-01-03,44.8
81,house,C000220,Clifford,Philip,Case,,1904-04-16,NJ,R,Yes,1949-01-03,44.7
81,house,C000617,William,Sterling,Cole,,1904-04-18,NY,R,Yes,1949-01-03,44.7
81,house,B000201,Edward,Lewis,Bartlett,,1904-04-20,AK,D,Yes,1949-01-03,44.7
81,house,H000858,Charles,Robert,Howell,,1904-04-23,NJ,D,No,1949-01-03,44.7
81,house,B001100,Thomas,Henry,Burke,,1904-05-06,OH,D,No,1949-01-03,44.7
81,house,M000144,John,Henry,Marsalis,,1904-05-09,CO,D,No,1949-01-03,44.7
81,house,J000064,Jacob,Koppel,Javits,,1904-05-18,NY,R,Yes,1949-01-03,44.6
81,house,O000058,Alvin,Edward,O'Konski,,1904-05-26,WI,R,Yes,1949-01-03,44.6
81,house,H000264,Burr,Powell,Harrison,,1904-07-02,VA,D,Yes,1949-01-03,44.5
81,house,K000261,Arthur,George,Klein,,1904-08-08,NY,D,Yes,1949-01-03,44.4
81,house,M001045,Morgan,Moore,Moulder,,1904-08-31,MO,D,No,1949-01-03,44.3
81,house,W000559,Edwin,Edward,Willis,,1904-10-02,LA,D,No,1949-01-03,44.3
81,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1949-01-03,44.0
81,house,H000460,Louis,Benjamin,Heller,,1905-02-10,NY,D,No,1949-01-03,43.9
81,house,F000060,Michael,Aloysius,Feighan,,1905-02-16,OH,D,Yes,1949-01-03,43.9
81,house,C001006,Carl,Thomas,Curtis,,1905-03-15,NE,R,Yes,1949-01-03,43.8
81,house,W000582,George,Howard,Wilson,,1905-08-21,OK,D,No,1949-01-03,43.4
81,house,C000772,Robert,James,Corbett,,1905-08-25,PA,R,Yes,1949-01-03,43.4
81,house,S000327,John,Francis,Shelley,,1905-09-03,CA,D,No,1949-01-03,43.3
81,house,W000298,Thomas,Harold,Werdel,,1905-09-13,CA,R,No,1949-01-03,43.3
81,house,R000280,Lucius,Mendel,Rivers,,1905-09-28,SC,D,Yes,1949-01-03,43.3
81,house,M000528,Clinton,Dotson,McKinnon,,1906-02-05,CA,D,No,1949-01-03,42.9
81,house,W000439,Victor,Eugene,Wickersham,,1906-02-09,OK,D,No,1949-01-03,42.9
